id,subject,predicted_json,validation_score,validation_evaluation,classification_cost,evaluation_cost,run_id,classification_model,evaluation_model
174,Refund Request: Booking #7890,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""High"", ""required_tools"": [""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Refund Request', the sentiment is appropriately labeled as 'Negative', and the complexity level is marked as 'Medium', which aligns with the urgency expressed in the email. The agent type is suitable as 'Junior', and the priority level is correctly identified as 'High'. The required tools, customer status, preferred language, and SSR requests are all accurately represented. Overall, the output is complete and matches the email content perfectly.",0.000300975,0.00044009999999999996,0,gpt-4o-mini,gpt-4o-mini
213,Loyalty Program Points Inquiry,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Loyalty Program Database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is 'Neutral', and the complexity level is 'Low', which aligns with the straightforward inquiry about loyalty points. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the context of the request. The required tools, customer status, preferred language, and absence of SSR requests are all correctly represented. Overall, the output is complete and matches the email content perfectly.",0.00030599999999999996,0.00044744999999999995,0,gpt-4o-mini,gpt-4o-mini
71,Lost Item at Airport Lounge,"{""purpose"": ""Lost and Found Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Lost and Found database"", ""Shipping system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the purpose as 'Lost and Found Request', which aligns with the email's intent. The sentiment is marked as 'Negative', reflecting the sender's anxiety about the lost item. The complexity level is correctly identified as 'Medium', given the need for checking the lost item and potential shipping. The agent type 'Junior' is appropriate for this request, and the priority level is 'Medium', which fits the context. The required tools are relevant for handling the request. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email. The only minor issue is that the sentiment could be considered 'Neutral' instead of 'Negative', but it does reflect the sender's anxiety. Overall, the output is very accurate with only slight room for interpretation in sentiment.",0.00031094999999999994,0.000481275,0,gpt-4o-mini,gpt-4o-mini
45,Points Expiry Reminder,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Loyalty Programs' inquiry, which is correct. The sentiment is appropriately labeled as 'Neutral', and the complexity level is correctly identified as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is reasonably set to 'Medium' given the context of points expiring. The required tools include 'FAQ database', which is appropriate for answering questions about loyalty points. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The only minor discrepancy is that the required tools could also include a 'Knowledge Base' for more comprehensive support, but this does not significantly impact the overall quality. Overall, the output is very accurate and well-aligned with the email content.",0.00030285,0.00047482499999999995,0,gpt-4o-mini,gpt-4o-mini
41,Missed Flight - Need Help ASAP,"{""purpose"": ""Unexpected Issues"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as an 'Unexpected Issues' request, reflecting the urgency of the situation. The sentiment is correctly identified as 'Negative' due to the missed flight. The complexity level is appropriately marked as 'Medium' given the need for rebooking. The agent type 'Senior' is suitable for handling urgent issues. The priority level is rightly classified as 'High'. The required tools are relevant for the situation. However, the customer status is marked as 'Unknown', which could be improved if the system had more context about the customer. Overall, the output is very accurate with only minor room for improvement.",0.00030712499999999994,0.00045757500000000005,0,gpt-4o-mini,gpt-4o-mini
67,Pricing Inquiry for Corporate Travel,"{""purpose"": ""Pricing and Promotional Offers"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Pricing and Promotional Offers' inquiry, which is correct. The sentiment is appropriately labeled as 'Neutral', reflecting the tone of the email. The complexity level is marked as 'Medium', which fits the request for pricing for a large group and additional details. The agent type 'Junior' is suitable for handling such inquiries. The priority level is 'Medium', which is appropriate given the context of planning for an upcoming conference. The required tools listed are relevant for processing the request. The customer status is marked as 'Unknown', which is accurate since the email does not indicate prior engagement. The preferred language is correctly identified as 'English'. The SSR requests field is empty, which is correct as there are no specific service requests mentioned. Overall, the output is very accurate with only minor room for improvement in the customer status field, which could potentially be 'Customer' if they have previously engaged with the agency, but this is not explicitly stated in the email.",0.0003072,0.0005012999999999999,0,gpt-4o-mini,gpt-4o-mini
30,Request for Refund,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""High"", ""required_tools"": [""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Refund Request', the sentiment is appropriately labeled as 'Negative', and the complexity level is classified as 'Medium', which aligns with the request for a refund due to unforeseen circumstances. The agent type is suitable as 'Junior', and the priority level is rightly marked as 'High' given the urgency of the refund request. The required tools, customer status, preferred language, and SSR requests are also correctly identified. Overall, the output is comprehensive and matches the email content perfectly.",0.000307275,0.00045299999999999995,0,gpt-4o-mini,gpt-4o-mini
14,Urgent Cancellation Request,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects the negative sentiment due to the cancellation. The complexity level is appropriately marked as 'Medium' given the need for confirmation about the refund policy. The agent type 'Junior' is suitable for handling this request, and the priority level is correctly identified as 'High' due to the urgency of the cancellation. The required tools listed are appropriate for processing a cancellation request. However, the customer status is marked as 'Unknown,' which could be improved if there was more context about the customer's history with the agency. Overall, the output is very accurate with only minor room for improvement regarding customer status.",0.00030419999999999997,0.00045884999999999996,0,gpt-4o-mini,gpt-4o-mini
8,Travel Insurance Clarification,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""Insurance policy documentation""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Travel Insurance Request', which is appropriate given the customer's inquiry about insurance coverage. The sentiment is correctly identified as 'Neutral', reflecting the customer's polite request for clarification. The complexity level is correctly assessed as 'Low', as the request is straightforward. The agent type 'Junior' is suitable for handling this inquiry, and the priority level 'Medium' is appropriate given the nature of the request. The required tools listed, 'FAQ database' and 'Insurance policy documentation', are relevant for addressing the customer's question. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The SSR requests field is correctly left empty as there are no special service requests mentioned. Overall, the output is nearly perfect with only minor adjustments needed in the purpose field to align with the predefined categories.",0.00030345,0.000481125,0,gpt-4o-mini,gpt-4o-mini
201,Questions About Loyalty Program Points,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is 'Neutral', and the complexity level is 'Low', which aligns with the straightforward nature of the inquiry. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the context of checking points and expiration. The required tools, customer status, preferred language, and SSR requests are all correctly identified. Overall, the output is complete and matches the email content perfectly.",0.00030329999999999995,0.00044587499999999993,0,gpt-4o-mini,gpt-4o-mini
195,Special Request for Upcoming Stay,"{""purpose"": ""Special Requests"", ""sentiment"": ""Positive"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": [""prayer mat"", ""halal food options"", ""wheelchair-accessible room""]}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Special Requests', the sentiment is positive, and the complexity level is appropriately marked as medium. The agent type, priority level, required tools, customer status, preferred language, and special service requests are all correctly identified and match the email content perfectly.",0.000317325,0.0004278,0,gpt-4o-mini,gpt-4o-mini
24,Planning a Group Getaway,"{""purpose"": ""Group Request"", ""sentiment"": ""Positive"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' and reflects a 'Positive' sentiment. The complexity is correctly assessed as 'Medium' given the planning stage and the number of people involved. The agent type 'Junior' is appropriate for handling initial inquiries. The priority level is also correctly marked as 'Medium'. However, the 'required_tools' could be improved; 'GDS overlay' is suitable, but 'FAQ database' may not be the best fit for this specific request. The customer status is marked as 'Unknown', which is acceptable since the email does not provide prior context. Overall, the output is very close to perfect, with only minor adjustments needed.",0.00031432499999999996,0.00047197499999999997,0,gpt-4o-mini,gpt-4o-mini
117,Loyalty Program Inquiry,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Low"", ""required_tools"": [""FAQ database"", ""Loyalty program system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is neutral, and the complexity level is low, which aligns with the straightforward nature of the inquiry. The agent type is appropriate as 'Junior', and the priority level is correctly marked as 'Low'. The required tools are suitable for handling loyalty program inquiries, and the customer status is correctly identified as 'Customer'. The preferred language is also accurately noted as 'English'. All fields match the predefined labels perfectly.",0.00030974999999999997,0.0004485,0,gpt-4o-mini,gpt-4o-mini
