id,subject,predicted_json,validation_score,validation_evaluation,classification_cost,evaluation_cost,run_id,classification_model,evaluation_model
76,Carry-on Baggage Inquiry,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Low"", ""required_tools"": [""FAQ database"", ""Baggage policy documentation""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a baggage inquiry, with a neutral sentiment and low complexity. The agent type and priority level are appropriate for the request. However, the customer status is marked as 'Unknown,' which could be improved if the system had more context about the sender. The required tools are relevant for handling the inquiry. Overall, the output is very close to perfect.",0.00031267499999999994,0.0004263,0,gpt-4o-mini,gpt-4o-mini
179,'Request for Wheelchair Assistance',"{""purpose"": ""Special Requests"", ""sentiment"": ""Positive"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""Booking System""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": [""wheelchair assistance""]}",9,"The output accurately captures the intent of the email as a 'Special Requests' purpose, reflecting the request for wheelchair assistance. The sentiment is correctly identified as 'Positive', and the complexity level is appropriately marked as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is reasonably set to 'Medium'. The required tools include 'GDS' and 'Booking System', which are relevant for handling such requests. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The only minor discrepancy is that 'GDS' is not as specific as 'GDS Overlay', which could be more appropriate, but it does not significantly impact the overall accuracy. Overall, the output is very close to perfect.",0.0003141,0.00047489999999999994,0,gpt-4o-mini,gpt-4o-mini
7,Inquiry on family discounts,"{""purpose"": ""Pricing and Promotions"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",7,"The output captures the general intent of the email but misclassifies the purpose. The inquiry is specifically about family discounts and packages, which aligns more closely with a 'Group Request' rather than 'Pricing and Promotions'. The sentiment, complexity level, agent type, priority level, required tools, customer status, preferred language, and SSR requests are all correctly identified. However, the misclassification of the purpose affects the overall accuracy.",0.00031364999999999995,0.00043237500000000003,0,gpt-4o-mini,gpt-4o-mini
11,Lost item at your hotel,"{""purpose"": ""Lost and Found Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Lost and Found Database"", ""Shipping Coordination System""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Lost and Found Request', the sentiment is 'Neutral', and the complexity level is 'Low', all of which align with the email content. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the request for a lost item. The required tools are relevant for handling the request, and the customer status is marked as 'Unknown', which is appropriate since the email does not provide prior customer information. The preferred language is correctly identified as 'English'. Overall, the output is comprehensive and precise.",0.00031447499999999993,0.00045929999999999994,0,gpt-4o-mini,gpt-4o-mini
37,Room Upgrade Request,"{""purpose"": ""Change Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""Reservation System""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": [""breakfast addition""]}",9,"The output accurately captures the intent of the email as a 'Change Request' since the customer is asking to upgrade their room and add breakfast. The sentiment is correctly identified as 'Neutral', and the complexity level is appropriately marked as 'Medium' due to the nature of the requests. The agent type 'Senior' is suitable for handling such requests, and the priority level is correctly set to 'Medium'. The required tools listed ('GDS', 'Reservation System') are appropriate for processing the requests. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The only minor issue is that the SSR requests could explicitly mention the room upgrade, but the addition of breakfast is correctly noted. Overall, the output is very close to perfect.",0.0003132,0.00047279999999999995,0,gpt-4o-mini,gpt-4o-mini
104,Travel Insurance Purchase,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output is nearly perfect, accurately capturing the intent of the email as a 'Travel Insurance Request'. The sentiment is correctly identified as 'Neutral', and the complexity level is appropriately marked as 'Medium' given the request for guidance on adding insurance. The agent type 'Senior' is suitable for this request, and the priority level is also correctly assessed as 'Medium'. The required tools include 'GDS' and 'invoice system', which are appropriate for processing insurance requests. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The only minor issue is the use of 'Travel Insurance Request' instead of the predefined category 'Travel Insurance Request', but this does not significantly impact the overall accuracy. Overall, the output is very well aligned with the email input.",0.00031455,0.00048007499999999995,0,gpt-4o-mini,gpt-4o-mini
49,Need to change flight details,"{""purpose"": ""Change Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""Booking System""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Change Request' and reflects a neutral sentiment. The complexity level is appropriately classified as 'Medium' due to the need for changing flight details and adding baggage. The agent type 'Senior' is suitable for handling such requests. The priority level is also correctly marked as 'Medium'. The required tools include 'GDS' and 'Booking System', which are appropriate for processing flight changes. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The only minor issue is the absence of any SSR requests, but this is not a significant error given the context. Overall, the output is very accurate.",0.0003126,0.00046589999999999994,0,gpt-4o-mini,gpt-4o-mini
19,Family Package Discount Inquiry,"{""purpose"": ""Pricing and Promotions"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Low"", ""required_tools"": [""FAQ database"", ""Promotions system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Pricing and Promotions' inquiry, which is correct. The sentiment is appropriately labeled as 'Neutral', reflecting the tone of the email. The complexity level is correctly identified as 'Low', given the straightforward nature of the request. The agent type 'Junior' is suitable for handling this inquiry, and the priority level is correctly marked as 'Low'. The required tools, 'FAQ database' and 'Promotions system', are appropriate for addressing the customer's request. The customer status is marked as 'Unknown', which is acceptable given the lack of prior context. The preferred language is correctly identified as 'English'. There are no discrepancies or inaccuracies in the output, making it nearly perfect.",0.000309975,0.00046492500000000004,0,gpt-4o-mini,gpt-4o-mini
178,'Flight Cancellation',"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects a 'Neutral' sentiment. The complexity is correctly assessed as 'Low', and the agent type as 'Junior' is appropriate for handling a straightforward cancellation. The priority level is marked as 'Medium', which is reasonable given the request for confirmation and potential refunds. The required tools include 'GDS' and 'invoice system', which are suitable for processing cancellations. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The only minor issue is that the priority could be considered 'High' due to the nature of the cancellation request, but it does not significantly detract from the overall accuracy. Overall, the output is very close to perfect.",0.00031215,0.00047444999999999996,0,gpt-4o-mini,gpt-4o-mini
48,Group booking for conference,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' and reflects a neutral sentiment. The complexity level is appropriately classified as 'Medium' given the need for multiple room bookings. The agent type 'Senior' is suitable for handling such requests. The priority level is also correctly identified as 'Medium'. The required tools include 'GDS' and 'invoice system', which are appropriate for processing group bookings. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of the customer's previous interactions with the agency. Overall, the output is very accurate with only a minor area for improvement regarding customer status.",0.00031035000000000004,0.00045704999999999997,0,gpt-4o-mini,gpt-4o-mini
151,Travel Insurance Addition,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output is nearly perfect. The purpose correctly identifies the request for travel insurance, and the sentiment is accurately labeled as neutral. The complexity level is appropriately classified as low, and the agent type as junior is suitable for this request. The priority level is medium, which aligns with the context of adding insurance. The required tools include the GDS and invoice system, which are relevant for processing this request. The customer status is correctly identified as a customer, and the preferred language is English, matching the email. The only minor issue is that 'Travel Insurance Request' is not one of the predefined categories, which could be considered a discrepancy, but it does accurately reflect the intent. Overall, the output captures the email's content and intent very well.",0.000311625,0.00046875000000000004,0,gpt-4o-mini,gpt-4o-mini
174,Family package discount inquiry,"{""purpose"": ""Pricing and Promotions"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""promotions database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Pricing and Promotional Offers' inquiry, which is correct. The sentiment is appropriately labeled as 'Neutral', reflecting the tone of the email. The complexity level is correctly identified as 'Low', given the straightforward nature of the request. The agent type 'Junior' is suitable for handling this inquiry. The priority level is marked as 'Medium', which is reasonable for a promotional inquiry. The required tools listed, 'GDS' and 'promotions database', are appropriate for this context. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of prior interaction. Overall, the output is very accurate with only minor room for improvement regarding customer status.",0.00031042499999999997,0.000467175,0,gpt-4o-mini,gpt-4o-mini
146,Special Meal Request,"{""purpose"": ""Special Requests"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": [""vegetarian meal""]}",9,"The output accurately captures the intent of the email as a 'Special Requests' purpose, which is correct. The sentiment is appropriately labeled as 'Neutral', and the complexity level is correctly identified as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is reasonably set to 'Medium'. The required tools include 'GDS', which is appropriate, but 'FAQ database' could be less relevant compared to a tool specifically for meal requests. The customer status is marked as 'Unknown', which is acceptable given the email context, and the preferred language is correctly identified as 'English'. The SSR request for a 'vegetarian meal' is accurately reflected. Overall, the output is very close to perfect with only a minor note on the required tools.",0.00031229999999999995,0.0004719,0,gpt-4o-mini,gpt-4o-mini
77,Missed Flight Help Needed,"{""purpose"": ""Change Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS"", ""Customer Support System""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Change Request' due to the missed flight, which aligns with the customer's request to rebook. The sentiment is correctly identified as 'Negative' given the customer's distress. The complexity level is appropriately marked as 'Medium' since rebooking can involve several steps. The agent type 'Senior' is suitable for handling such requests, and the priority level is rightly classified as 'High' due to the urgency of rebooking a missed flight. The required tools listed are relevant, although 'GDS' could be more specific as 'GDS Overlay' for clarity. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The SSR requests field is empty, which is appropriate since no special requests were mentioned. Overall, the output is very accurate with only a minor suggestion for tool specificity.",0.00031364999999999995,0.0004875750000000001,0,gpt-4o-mini,gpt-4o-mini
50,Cancel hotel reservation ASAP,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects a 'Neutral' sentiment, which is appropriate given the straightforward nature of the request. The complexity level is correctly identified as 'Low' since the request is simple. The agent type 'Junior' is suitable for handling this type of request. The priority level is marked as 'Medium', which is reasonable given the urgency implied by 'ASAP'. The required tools include 'GDS' and 'invoice system', which are appropriate for processing cancellations and refunds. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The only minor issue is that the priority could arguably be 'High' due to the urgency of the cancellation request, but 'Medium' is still acceptable. Overall, the output is very accurate with only slight room for improvement in the priority level.",0.00030944999999999996,0.00048555,0,gpt-4o-mini,gpt-4o-mini
14,Cancel My Flight,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Cancellation Request', the sentiment is 'Neutral', and the complexity level is 'Low', which aligns with the straightforward nature of the request. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the context of a cancellation. The required tools listed ('GDS', 'invoice system') are relevant for processing cancellations. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. There are no discrepancies or areas for improvement.",0.00031035000000000004,0.00045525,0,gpt-4o-mini,gpt-4o-mini
62,Request to Cancel Reservation,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""Booking Management System""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects a 'Neutral' sentiment. The complexity is correctly assessed as 'Low', and the agent type as 'Junior' is appropriate for handling a straightforward cancellation. The priority level is marked as 'Medium', which is reasonable given the request for confirmation. The required tools include 'GDS' and 'Booking Management System', which are suitable for processing cancellations. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The only minor issue is that 'Medium' priority could be considered 'High' due to the nature of the cancellation request, but it does not significantly detract from the overall accuracy.",0.0003100499999999999,0.000465975,0,gpt-4o-mini,gpt-4o-mini
72,Booking for Wedding Party,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' for booking rooms, which is correct. The sentiment is labeled as 'Neutral', which fits the tone of the email. The complexity level is marked as 'Low', which is appropriate given the straightforward nature of the request. The agent type 'Junior' is suitable for handling this type of inquiry. The priority level is 'Medium', which is reasonable considering the upcoming wedding date. The required tools include 'GDS' and 'invoice system', which are relevant for processing group bookings. The customer status is 'Unknown', which is acceptable since the email does not indicate prior engagement. The preferred language is 'English', matching the email's language. However, the output could improve by specifying any special service requests if applicable, but since none were mentioned in the email, this is not a significant issue. Overall, the output is very accurate with only minor room for improvement.",0.0003099,0.0004908,0,gpt-4o-mini,gpt-4o-mini
127,Travel Insurance Addition,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output is nearly perfect. The purpose is correctly identified as a 'Travel Insurance Request', which aligns with the email's intent. The sentiment is accurately labeled as 'Neutral', reflecting the tone of the email. The complexity level is appropriately classified as 'Low', given the straightforward nature of the request. The agent type 'Junior' is suitable for handling this request. The priority level is marked as 'Medium', which is reasonable considering the request for guidance on adding insurance. The required tools include 'GDS' and 'invoice system', which are relevant for processing insurance requests. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email. The only minor issue is that 'Travel Insurance Request' is not one of the predefined categories, which could be considered a discrepancy, but it does not significantly impact the overall accuracy. Overall, the output effectively captures the email's content and intent.",0.00031027499999999994,0.0004896,0,gpt-4o-mini,gpt-4o-mini
86,Urgent Cancellation Request,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""High"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects the negative sentiment due to the family emergency. The complexity level is correctly identified as 'Low', and the agent type as 'Junior' is appropriate for handling such requests. The priority level is rightly marked as 'High' given the urgency of the cancellation. The required tools include 'GDS' and 'invoice system', which are suitable for processing cancellations. However, the customer status is marked as 'Unknown', which could be improved if the system had access to the customer's history. Overall, the output is very accurate with only minor room for improvement regarding customer status.",0.00031305,0.00045914999999999997,0,gpt-4o-mini,gpt-4o-mini
6,Refund request for overcharge,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Refund Request', which is correct. The sentiment is appropriately labeled as 'Negative' due to the customer's concern about an overcharge. The complexity level is marked as 'Medium', which fits the situation of investigating a refund. The agent type 'Senior' is suitable for handling refund requests. The priority level is 'Medium', which is appropriate given the request for a swift response. The required tools include 'GDS' and 'invoice system', which are relevant for processing refunds. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email. The only minor issue is the use of 'Refund Request' instead of the predefined label 'Refund Request', but this does not significantly impact the overall accuracy. Overall, the output is very close to perfect.",0.00031395,0.00048405,0,gpt-4o-mini,gpt-4o-mini
68,Travel Insurance Addition,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""Chinese"", ""ssr_requests"": []}",9,"The output is nearly perfect. The purpose correctly identifies the request for travel insurance, and the sentiment is accurately labeled as neutral. The complexity level is low, which fits the straightforward nature of the request. The agent type as 'Junior' is appropriate given the request's simplicity. The priority level is medium, which is reasonable for an insurance inquiry. The required tools include 'GDS' and 'invoice system', which are suitable for processing such requests. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'Chinese'. The only minor issue is that 'GDS' is typically not a required tool for insurance requests; 'Knowledge Base' might be more appropriate, but this does not significantly detract from the overall quality.",0.0003096,0.000468525,0,gpt-4o-mini,gpt-4o-mini
135,Baggage Allowance Inquiry,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but there is a minor issue with the 'required_tools' field. The tools listed ('GDS' and 'FAQ database') are appropriate, but 'GDS Overlay' would be a more specific and relevant tool for handling baggage inquiries. The other fields accurately reflect the intent, sentiment, and details of the email.",0.000312,0.00042135,0,gpt-4o-mini,gpt-4o-mini
