id,subject,predicted_json,validation_score,validation_evaluation,classification_cost,evaluation_cost,run_id,classification_model,evaluation_model
34,Feedback on Recent Trip,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""Customer Feedback Database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a complaint, reflected in the 'purpose' and 'sentiment' fields. The complexity level is appropriately marked as 'Medium' given the issues mentioned, and the agent type 'Senior' is suitable for handling complaints. The priority level is also correctly identified as 'Medium'. The required tools listed are relevant for addressing customer feedback. The customer status and preferred language are correctly identified as 'Customer' and 'English', respectively. The only minor issue is the inclusion of 'GDS' in the required tools, which may not be necessary for handling feedback, but it does not significantly detract from the overall accuracy.",0.00031575,0.0004625249999999999,0,gpt-4o-mini,gpt-4o-mini
72,Group booking inquiry,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""Pricing database"", ""Itinerary planner""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' and reflects a neutral sentiment. The complexity level is appropriately classified as 'Medium' given the details of the inquiry. The agent type 'Senior' is suitable for handling such requests. The priority level is also correctly identified as 'Medium'. The required tools listed are relevant for processing group bookings. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of the customer's previous interactions. Overall, the output is very accurate with only minor room for improvement.",0.000317625,0.00045165,0,gpt-4o-mini,gpt-4o-mini
10,Feedback on Recent Trip,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""Customer service system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as 'Feedback or Complaints', which is correct given the customer's feedback on the hotel room. The sentiment is appropriately labeled as 'Negative' due to the dissatisfaction expressed. The complexity level is correctly identified as 'Low', as the feedback does not require extensive handling. The agent type 'Junior' is suitable for this type of request. The priority level is marked as 'Medium', which is reasonable given the context. The required tools listed, 'FAQ database' and 'Customer service system', are appropriate for handling feedback. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email. The SSR requests field is empty, which is correct as there are no special requests mentioned. Overall, the output is nearly perfect with only minor adjustments needed in the priority level, which could be considered 'Low' since it is feedback rather than an urgent issue.",0.0003135,0.0004926749999999999,0,gpt-4o-mini,gpt-4o-mini
146,Urgent cancellation,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects the negative sentiment due to the emergency. The complexity level is correctly identified as 'Medium' given the need for a full refund and the urgency of the situation. The agent type 'Senior' is appropriate for handling such requests. The priority level is rightly marked as 'High' due to the urgency. The required tools include 'GDS' and 'invoice system', which are suitable for processing cancellations and refunds. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email. The only minor issue is that the complexity could be considered 'High' due to the urgency and the request for a full refund, but it does not significantly detract from the overall accuracy.",0.00031485,0.00047835,0,gpt-4o-mini,gpt-4o-mini
85,Flight Change Request,"{""purpose"": ""Change Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Change Request' and reflects a 'Neutral' sentiment. The complexity is correctly assessed as 'Medium' due to multiple changes requested. The agent type 'Senior' is appropriate for handling such requests, and the priority level is rightly marked as 'Medium'. The required tools listed ('GDS', 'invoice system') are suitable for processing flight changes and cost inquiries. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The only minor issue is the absence of any SSR requests, but this is not a significant error given the context. Overall, the output is very accurate and well-aligned with the email content.",0.0003162,0.00047069999999999995,0,gpt-4o-mini,gpt-4o-mini
104,Travel Insurance Coverage,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but the 'purpose' field should be 'Travel Insurance Request' instead of 'Travel Insurance Request', which is not one of the predefined categories. The sentiment, complexity level, agent type, priority level, customer status, preferred language, and SSR requests are accurately represented. The required tools could be more specific to the context of the request, as 'GDS' may not be directly relevant for insurance inquiries.",0.00030937499999999997,0.0004299,0,gpt-4o-mini,gpt-4o-mini
11,Lost Item in Hotel,"{""purpose"": ""Lost and Found Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Lost and Found Database"", ""Shipping System""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Lost and Found Request', the sentiment is neutral, and the complexity level is low, which aligns with the straightforward nature of the request. The agent type is appropriate as 'Junior', and the priority level is 'Medium', which is suitable given the context of a lost item. The required tools listed are relevant for handling the request. The customer status is marked as 'Unknown', which is acceptable since the email does not provide prior customer information. The preferred language is correctly identified as 'English'. Overall, all fields match the predefined labels and the email content perfectly.",0.000313425,0.000461025,0,gpt-4o-mini,gpt-4o-mini
110,URGENT: Cancellation Request,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the purpose as 'Cancellation Request', which aligns with the email's intent. The sentiment is correctly identified as 'Negative' due to the mention of a family emergency. The complexity level is rated as 'Medium', which is appropriate given the request involves potential fees and urgency. The agent type 'Senior' is suitable for handling cancellation requests. The priority level is correctly marked as 'High' due to the urgency expressed in the email. The required tools include 'GDS' and 'invoice system', which are relevant for processing cancellations. However, the customer status is marked as 'Unknown', which could be improved if the system had access to customer records. The preferred language is correctly identified as 'English'. Overall, the output is very accurate with only a minor issue regarding customer status.",0.00031395,0.00047805,0,gpt-4o-mini,gpt-4o-mini
96,Group Booking Questions,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but there are minor issues. The 'required_tools' field includes 'GDS' which is appropriate, but 'FAQ database' may not be the most relevant tool for handling group booking inquiries. The 'customer_status' is marked as 'Unknown', which could be improved if there was any indication of prior interaction with the agency. Overall, the intent and sentiment are accurately captured.",0.00031575,0.00043305,0,gpt-4o-mini,gpt-4o-mini
70,Feedback on Recent Trip Experience,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Feedback system"", ""Customer service database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but the sentiment should be classified as 'Neutral' rather than 'Negative' since the customer provided both positive and negative feedback. The purpose, complexity level, agent type, priority level, required tools, customer status, preferred language, and SSR requests are all accurately represented.",0.00031462499999999996,0.0004176,0,gpt-4o-mini,gpt-4o-mini
36,Group Booking for Family Reunion,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""group booking system"", ""discount policy database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' and reflects a neutral sentiment. The complexity level is appropriately classified as 'Medium' given the number of people and the request for options and discounts. The agent type 'Senior' is suitable for handling group bookings. The priority level is also correctly marked as 'Medium'. The required tools listed are relevant for processing group bookings and discounts. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of prior interaction. Overall, the output is very accurate with only minor room for improvement.",0.00031642499999999995,0.00045367499999999996,0,gpt-4o-mini,gpt-4o-mini
57,Points Redemption Issues,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""Loyalty Program System"", ""Customer Support Portal""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Loyalty Programs' inquiry, reflecting the customer's issues with redeeming points. The sentiment is correctly identified as 'Negative' due to the customer's frustration. The complexity level is appropriately marked as 'Medium' given the nature of the request. The agent type 'Senior' is suitable for handling such issues. The priority level is also correctly identified as 'Medium'. The required tools listed are appropriate for the request. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The only minor issue is the absence of any SSR requests, but this does not significantly impact the overall accuracy. Overall, the output is very close to perfect.",0.000320025,0.000474075,0,gpt-4o-mini,gpt-4o-mini
152,Insurance clarification,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, with the purpose, sentiment, complexity level, agent type, priority level, preferred language, and SSR requests accurately reflecting the email content. However, the required tools should ideally include 'Knowledge Base' instead of 'GDS' and 'FAQ database' to better align with the context of providing information about travel insurance. Additionally, the customer status is marked as 'Unknown,' which could be improved if there was any indication of prior interaction or account status.",0.000310725,0.00043604999999999995,0,gpt-4o-mini,gpt-4o-mini
81,Loyalty program inquiry,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Low"", ""required_tools"": [""Loyalty program database"", ""Customer account management system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is neutral, and the complexity level is low, which aligns with the straightforward inquiry about loyalty points. The agent type is appropriate as 'Junior', and the priority level is correctly marked as 'Low'. The required tools are relevant for handling loyalty program inquiries, and the customer status is correctly identified as 'Customer'. The preferred language is also accurately noted as 'English'. Overall, the output is complete and matches the email content perfectly.",0.0003159,0.00045037500000000004,0,gpt-4o-mini,gpt-4o-mini
161,Missed Connection Emergency,"{""purpose"": ""Unexpected Issues"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS"", ""customer support system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as an 'Unexpected Issues' request, reflecting the urgency of the situation. The sentiment is correctly identified as 'Negative' due to the customer's distress about missing a flight. The complexity level is appropriately marked as 'Medium', considering the need for rebooking. The agent type 'Senior' is suitable for handling urgent issues. The priority level is rightly classified as 'High'. The required tools include 'GDS', which is appropriate for rebooking flights, but 'customer support system' could be more specific. The customer status is marked as 'Unknown', which is acceptable given the lack of prior context. The preferred language is correctly identified as 'English'. Overall, the output is very accurate with only minor room for improvement in the specificity of required tools.",0.00031319999999999997,0.000476325,0,gpt-4o-mini,gpt-4o-mini
13,Change in Plans,"{""purpose"": ""Change Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""Booking System""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Change Request' and reflects a neutral sentiment. The complexity is correctly assessed as 'Medium' due to the potential changes in both flight and hotel bookings. The agent type is appropriately classified as 'Senior' given the nature of the request. The priority level is also correctly marked as 'Medium'. The required tools listed ('GDS' and 'Booking System') are suitable for handling flight and hotel changes. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The only minor issue is the absence of any SSR requests, but this is not a significant error given the context. Overall, the output is very accurate and aligns well with the email content.",0.00031305,0.00047174999999999995,0,gpt-4o-mini,gpt-4o-mini
77,Missed connection assistance,"{""purpose"": ""Unexpected Issues"", ""sentiment"": ""Negative"", ""complexity_level"": ""High"", ""agent_type"": ""Expert"", ""priority_level"": ""High"", ""required_tools"": [""GDS"", ""rebooking system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as an 'Unexpected Issues' request due to a missed connection, which is correct. The sentiment is appropriately labeled as 'Negative' given the situation. The complexity level is rightly classified as 'High' due to the urgency of rebooking a flight. The agent type 'Expert' is suitable for handling such issues. The priority level is correctly marked as 'High' since the customer needs immediate assistance. The required tools listed ('GDS' and 'rebooking system') are appropriate for this scenario. However, the customer status is marked as 'Unknown', which could be improved if the system had more context about the customer. Overall, the output is very accurate with only a minor issue regarding customer status.",0.00031252499999999997,0.00047024999999999996,0,gpt-4o-mini,gpt-4o-mini
120,Subject: Group Trip Details Needed,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""Booking System"", ""Discount Database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' and reflects a neutral sentiment. The complexity level is appropriately marked as 'Medium' due to the group size and additional request for last-minute changes. The agent type 'Senior' is suitable for handling such requests. The priority level is also correctly identified as 'Medium'. The required tools listed are relevant for processing group bookings. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of prior interaction. Overall, the output is very accurate with only minor room for improvement.",0.00031927499999999994,0.000456075,0,gpt-4o-mini,gpt-4o-mini
16,Baggage Allowance,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""GDS""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as 'Baggage Information', which is correct. The sentiment is appropriately labeled as 'Neutral', and the complexity level is correctly identified as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is reasonably set to 'Medium'. The required tools include 'FAQ database' and 'GDS', which are appropriate for handling baggage inquiries. The customer status is marked as 'Unknown', which is acceptable given the email context, and the preferred language is correctly identified as 'English'. The only minor issue is that the customer status could potentially be 'Customer' if Linda has previously booked with the agency, but this does not significantly impact the overall accuracy. Overall, the output is very well aligned with the email content.",0.000312,0.00047475,0,gpt-4o-mini,gpt-4o-mini
134,Urgent cancellation,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""High"", ""required_tools"": [""GDS"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects the urgency with a 'High' priority level. The sentiment is correctly identified as 'Negative' due to the customer's situation. The complexity level is appropriately marked as 'Low' since the request is straightforward. The agent type 'Junior' is suitable for handling this request. The required tools include 'GDS' and 'invoice system', which are appropriate for processing cancellations and refunds. The customer status is marked as 'Unknown', which is acceptable given the lack of prior context. The preferred language is correctly identified as 'English'. The only minor issue is that the 'required_tools' could have included 'Knowledge Base' for policy reference, but this does not significantly impact the overall accuracy. Overall, the output is very close to perfect.",0.0003162,0.00048269999999999997,0,gpt-4o-mini,gpt-4o-mini
58,Feedback on Recent Stay,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""Customer Feedback System"", ""Service Resolution Database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a complaint, reflected in the 'purpose' and 'sentiment' fields. The complexity level is appropriately classified as 'Medium' given the nature of the feedback and the request for resolution. The agent type 'Senior' is suitable for handling complaints, and the priority level is correctly marked as 'Medium' due to the request for prompt attention. The required tools are relevant for addressing customer feedback. The customer status is correctly identified as 'Customer', and the preferred language matches the email. The only minor issue is that the 'ssr_requests' field is empty, which is appropriate since there are no specific service requests mentioned in the email. Overall, the output is very accurate with only minor discrepancies.",0.000318375,0.00047497499999999993,0,gpt-4o-mini,gpt-4o-mini
32,Inquiry About Travel Insurance,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but there are minor issues. The 'purpose' correctly identifies the inquiry about travel insurance. The 'sentiment' is accurately labeled as 'Neutral'. The 'complexity_level' is appropriately marked as 'Medium' given the request for specific details. The 'agent_type' as 'Senior' is suitable for handling such inquiries. However, the 'required_tools' should ideally include 'Knowledge Base' instead of 'GDS', as the inquiry is about insurance details rather than booking. The 'customer_status' is marked as 'Unknown', which is acceptable given the email context. Overall, the output is very close to perfect but could be improved by adjusting the required tools.",0.00031364999999999995,0.00046597500000000004,0,gpt-4o-mini,gpt-4o-mini
39,Special Request for Upcoming Stay,"{""purpose"": ""Special Requests"", ""sentiment"": ""Positive"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS"", ""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": [""gluten-free breakfast"", ""no peanut products in the room""]}",9,"The output accurately captures the intent of the email, which is to make special requests regarding dietary needs. The sentiment is correctly identified as positive, and the complexity level is appropriately classified as low. The agent type, priority level, customer status, preferred language, and SSR requests are all correctly identified. The only minor issue is the 'required_tools' field, where 'GDS' is not the most relevant tool for handling special requests; a more suitable tool might be 'Knowledge Base' or 'Special Requests System'. However, this does not significantly detract from the overall quality of the output.",0.00032264999999999996,0.000457275,0,gpt-4o-mini,gpt-4o-mini
