id,subject,predicted_json,validation_score,validation_evaluation,classification_cost,evaluation_cost,run_id,classification_model,evaluation_model
16,Baggage Allowance Inquiry,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Baggage Information' inquiry, which is correct. The sentiment is appropriately labeled as 'Neutral', and the complexity level is correctly identified as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is reasonably set to 'Medium' given the upcoming flight date. However, the 'required_tools' field lists 'FAQ database', which is not as specific as 'Knowledge Base', but it is still acceptable. The customer status is marked as 'Unknown', which is appropriate since the email does not provide prior customer information. The preferred language is correctly identified as 'English'. Overall, the output is very accurate with only minor room for improvement in the tools specified.",0.00030352499999999996,0.0004695,0,gpt-4o-mini,gpt-4o-mini
125,Refund Request,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Refund Request' and reflects the negative sentiment due to the issue of being double-charged. The complexity level is correctly identified as 'Low' since the request is straightforward. The agent type 'Junior' is appropriate for handling such requests, and the priority level is 'Medium' given the need for a timely response. The required tool, 'invoice system', is suitable for processing refunds. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The only minor issue is that the priority could arguably be 'High' due to the nature of the refund request, but 'Medium' is still acceptable. Overall, the output is very accurate with only slight room for improvement.",0.00029985,0.000470775,0,gpt-4o-mini,gpt-4o-mini
87,Special Room Requirements,"{""purpose"": ""Special Requests"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": [""wheelchair access"", ""hypoallergenic pillow""]}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Special Requests', the sentiment is 'Neutral', and the complexity level is 'Low', all of which align with the content of the email. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the nature of the requests. The required tools listed are relevant, and the customer status is correctly identified as 'Customer'. The preferred language is also accurately noted as 'English', and the special service requests are correctly captured. Overall, the output is complete and precise.",0.000313125,0.00045862500000000005,0,gpt-4o-mini,gpt-4o-mini
150,Promotional Offers Inquiry,"{""purpose"": ""Pricing and Promotional Offers"", ""sentiment"": ""Positive"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""promotional offers system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Pricing and Promotional Offers', the sentiment is 'Positive', and the complexity level is 'Low', all of which align with the email content. The agent type, priority level, required tools, customer status, preferred language, and SSR requests are also appropriately classified. No discrepancies were found.",0.000305775,0.0004263,0,gpt-4o-mini,gpt-4o-mini
1,"Upgrade room to suite, please","{""purpose"": ""Change Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Change Request', the sentiment is 'Neutral', and the complexity level is 'Low', which aligns with the request for a room upgrade. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the nature of the request. The required tools listed are relevant for processing the request, and the customer status is correctly identified as 'Customer'. The preferred language is also accurately noted as 'English'. Overall, the output is complete and matches the email content perfectly.",0.00030577499999999994,0.000454425,0,gpt-4o-mini,gpt-4o-mini
69,Loyalty Program Points Query,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Low"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""German"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is 'Neutral', and the complexity level is 'Low', all of which align with the content of the email. The agent type is appropriately classified as 'Junior', and the priority level is 'Low', which is suitable for the inquiry. The required tools listed as 'FAQ database' are appropriate for handling a loyalty program query. The customer status is correctly identified as 'Customer', and the preferred language is 'German', matching the language used in the email. There are no discrepancies or areas for improvement.",0.00030217499999999996,0.00045555,0,gpt-4o-mini,gpt-4o-mini
34,The room was not cleaned properly during my stay,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""Customer service system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a complaint about room cleanliness, reflected in the 'purpose' and 'sentiment' fields. The complexity level is appropriately marked as 'Medium' due to the need for resolution, and the agent type as 'Junior' is suitable for handling such complaints. The priority level is also correctly identified as 'Medium'. However, the 'required_tools' could be improved; 'Customer service system' is appropriate, but 'FAQ database' may not be directly relevant to resolving a complaint. Overall, the output is very accurate with only minor room for improvement.",0.000306525,0.000452025,0,gpt-4o-mini,gpt-4o-mini
120,Change to Booking,"{""purpose"": ""Change Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Change Request', the sentiment is 'Neutral', and the complexity level is 'Low', which aligns with the straightforward nature of the request. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', reflecting the need for confirmation of the change. The required tools listed are suitable for processing the request, and the customer status is correctly identified as 'Customer'. The preferred language is also accurately noted as 'English'. All fields match the predefined labels perfectly.",0.00030465,0.0004497,0,gpt-4o-mini,gpt-4o-mini
139,Adding Travel Insurance,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Travel Insurance Request', the sentiment is 'Neutral', and the complexity level is 'Low', all of which align with the email content. The agent type, priority level, required tools, customer status, preferred language, and SSR requests are also appropriately classified. No discrepancies were found.",0.0003039,0.000424575,0,gpt-4o-mini,gpt-4o-mini
166,Help with Lost Laptop,"{""purpose"": ""Lost and Found Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Lost and Found database"", ""Customer service system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Lost and Found Request' and reflects a neutral sentiment. The complexity level is appropriately classified as 'Medium' given the need for assistance in locating a lost item. The agent type 'Junior' is suitable for this request, and the priority level is correctly marked as 'Medium'. The required tools listed are appropriate for handling a lost item inquiry. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of whether Laura is a customer or not. Overall, the output is very accurate with only a minor issue regarding customer status.",0.000312,0.00045975,0,gpt-4o-mini,gpt-4o-mini
62,Request to Cancel Reservation,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Cancellation Request', the sentiment is 'Neutral', and the complexity level is 'Low', which aligns with the straightforward nature of the request. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the request for cancellation. The required tools listed are relevant for processing the cancellation, the customer status is correctly identified as 'Customer', the preferred language is 'English', and there are no special service requests. All fields match the predefined labels perfectly.",0.00030352499999999996,0.00045037500000000004,0,gpt-4o-mini,gpt-4o-mini
137,Refund Request for Double Charge,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Refund Request', which is correct. The sentiment is labeled as 'Negative', reflecting the customer's concern about a double charge, which is appropriate. The complexity level is marked as 'Low', which fits the straightforward nature of the request. The agent type 'Junior' is suitable for handling this type of request. The priority level is 'Medium', which is reasonable given the request for a refund. The required tool 'invoice system' is appropriate for processing refunds. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The only minor issue is that the purpose could be more specific as 'Refund Request' is not one of the predefined categories, but it is still understood in context. Overall, the output is very accurate with only a slight ambiguity in the purpose classification.",0.000301875,0.0004836,0,gpt-4o-mini,gpt-4o-mini
54,Double charge refund request,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Refund Request', the sentiment is appropriately labeled as 'Negative', and the complexity level is correctly assessed as 'Low'. The agent type, priority level, required tools, customer status, preferred language, and SSR requests are all accurately represented. No discrepancies were found.",0.000300075,0.0004206,0,gpt-4o-mini,gpt-4o-mini
73,Upgrade Room Request,"{""purpose"": ""Change Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose as 'Change Request' is correct as the customer is requesting an upgrade. The sentiment is 'Neutral', which fits the tone of the email. The complexity level is 'Low' since the request is straightforward. The agent type 'Junior' is appropriate for handling such requests. The priority level is 'Medium', which is suitable given the nature of the request. The required tools listed are relevant for processing the upgrade request. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email. There are no discrepancies or areas for improvement.",0.00030712499999999994,0.00046057500000000007,0,gpt-4o-mini,gpt-4o-mini
41,Help! Missed My Flight,"{""purpose"": ""Change Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Change Request' due to the missed flight, which aligns with the customer's request to rebook. The sentiment is correctly identified as 'Negative' given the situation. The complexity level is appropriately marked as 'Medium' since rebooking can involve several steps. The agent type 'Senior' is suitable for handling such requests, and the priority level is rightly classified as 'High' due to the urgency of rebooking a missed flight. The required tools listed are appropriate for the task. However, the customer status is marked as 'Unknown', which could be improved if the system had access to customer data. Overall, the output is very accurate with only a minor issue regarding customer status.",0.00030419999999999997,0.00046665,0,gpt-4o-mini,gpt-4o-mini
92,Travel Insurance Addition,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output is nearly perfect, accurately capturing the intent of the email as a 'Travel Insurance Request' and reflecting a neutral sentiment. The complexity is correctly assessed as low, and the agent type as junior is appropriate for the request. The priority level is medium, which aligns with the customer's request for information. The required tools listed are suitable for handling the request. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The only minor issue is the use of 'Travel Insurance Request' instead of the predefined category 'Travel Insurance Request', but this does not significantly impact the overall accuracy.",0.00030705,0.000456525,0,gpt-4o-mini,gpt-4o-mini
134,Request for Vegan Meal,"{""purpose"": ""Special Requests"", ""sentiment"": ""Positive"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": [""vegan meal""]}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Special Requests', the sentiment is 'Positive', and the complexity level is 'Low'. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which aligns with the request for a meal confirmation. The required tools field is empty, which is acceptable for this request. The customer status is correctly identified as 'Customer', the preferred language is 'English', and the special service request for a 'vegan meal' is accurately captured. Overall, the output is complete and precise.",0.0003013499999999999,0.00045089999999999996,0,gpt-4o-mini,gpt-4o-mini
161,Request for Refund - Double Charge,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Refund Request', the sentiment is appropriately labeled as 'Negative', and the complexity level is correctly assessed as 'Low'. The agent type, priority level, required tools, customer status, preferred language, and SSR requests are all accurately represented. No discrepancies were found.",0.00030435,0.00042487499999999996,0,gpt-4o-mini,gpt-4o-mini
96,Booking for Corporate Retreat,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Group Request', the sentiment is 'Neutral', and the complexity level is 'Medium', which aligns with the request for accommodations and amenities for a corporate retreat. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the nature of the request. The required tools listed are relevant for handling group bookings, and the customer status is correctly identified as 'Customer'. The preferred language is also accurately noted as 'English'. Overall, the output is comprehensive and aligns perfectly with the email content.",0.000310725,0.0004623749999999999,0,gpt-4o-mini,gpt-4o-mini
76,Carry-on Baggage Inquiry,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Baggage Information' inquiry, which is correct. The sentiment is appropriately labeled as 'Neutral', and the complexity level is correctly identified as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is reasonably set to 'Medium' given the nature of the inquiry. The required tools include 'FAQ database', which is appropriate for handling baggage inquiries. The customer status is marked as 'Unknown', which is acceptable since the email does not provide prior customer information. The preferred language is correctly identified as 'English'. The only minor issue is that the 'required_tools' could have included 'Knowledge Base' as well, but 'FAQ database' is still relevant. Overall, the output is very accurate with only slight room for improvement.",0.00030194999999999994,0.00047632500000000004,0,gpt-4o-mini,gpt-4o-mini
89,Assistance with Missed Connection,"{""purpose"": ""Unexpected Issues"", ""sentiment"": ""Negative"", ""complexity_level"": ""High"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Unexpected Issues', which aligns with the customer's situation of missing a connecting flight. The sentiment is appropriately labeled as 'Negative', given the distress of the situation. The complexity level is marked as 'High', which is suitable due to the urgency and need for rebooking. The agent type is correctly identified as 'Senior', reflecting the need for experienced assistance. The priority level is 'High', matching the customer's request for urgent help. The required tools are appropriate for handling the situation, and the customer status is correctly identified as 'Customer'. The preferred language is also accurately noted as 'English'. Overall, the output is comprehensive and aligns perfectly with the email content.",0.00030982499999999996,0.000475875,0,gpt-4o-mini,gpt-4o-mini
163,Adding Travel Insurance to My Booking,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Travel Insurance Request', the sentiment is 'Neutral', and the complexity level is 'Low', which aligns with the straightforward nature of the request. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the request for additional services. The required tools listed are relevant for processing the request, and the customer status is correctly identified as 'Customer'. The preferred language is also accurately noted as 'English'. All fields match the predefined labels perfectly.",0.000308625,0.0004539,0,gpt-4o-mini,gpt-4o-mini
47,Lost Laptop at Your Hotel,"{""purpose"": ""Lost and Found Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Lost and Found database"", ""Customer service system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Lost and Found Request' and reflects a neutral sentiment. The complexity level is correctly identified as low, and the agent type as junior is appropriate for handling such requests. The priority level is medium, which is reasonable given the nature of the inquiry. The required tools listed are suitable for addressing a lost item inquiry. The customer status is marked as 'Unknown,' which is acceptable since the email does not provide information about the customer's previous interactions. The preferred language is correctly identified as English. The only minor issue is the lack of any SSR requests, but this is not a significant concern given the context. Overall, the output is very accurate.",0.00030614999999999993,0.0004623,0,gpt-4o-mini,gpt-4o-mini
106,Complaint About Unclean Room,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""Customer service system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a complaint about room cleanliness, reflected in the 'purpose' field. The sentiment is correctly identified as 'Negative', and the complexity level is appropriately marked as 'Medium' due to the request for compensation. The agent type 'Junior' is suitable for handling this complaint, and the priority level is rightly set to 'Medium'. The required tools listed, while not standard, could still be relevant for addressing customer complaints. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The only minor discrepancy is the required tools, which could be more aligned with handling complaints specifically, but overall, the output is very accurate.",0.00031417500000000003,0.00047287500000000004,0,gpt-4o-mini,gpt-4o-mini
